,item_count,unique_item_count,total_price,order_date_index,order_date,order_date_weekday,order_time
140,2,2,28.5,3,2015-01-03,Saturday,12:26:44
141,1,1,16.0,3,2015-01-03,Saturday,13:16:01
142,1,1,16.0,3,2015-01-03,Saturday,13:33:59
143,8,8,121.75,3,2015-01-03,Saturday,13:41:36
144,14,12,238.45,3,2015-01-03,Saturday,13:44:28
145,1,1,12.0,3,2015-01-03,Saturday,13:53:48
146,3,3,48.75,3,2015-01-03,Saturday,14:22:10
147,1,1,25.5,3,2015-01-03,Saturday,14:32:51
148,1,1,12.0,3,2015-01-03,Saturday,14:40:42
149,1,1,16.0,3,2015-01-03,Saturday,14:48:45
150,1,1,12.5,3,2015-01-03,Saturday,14:49:58
151,2,2,33.25,3,2015-01-03,Saturday,15:09:34
152,4,4,59.5,3,2015-01-03,Saturday,15:09:42
153,1,1,16.0,3,2015-01-03,Saturday,15:16:34
154,1,1,12.5,3,2015-01-03,Saturday,15:22:43
155,4,4,69.25,3,2015-01-03,Saturday,15:28:59
156,2,2,36.75,3,2015-01-03,Saturday,15:42:19
157,4,4,69.5,3,2015-01-03,Saturday,15:43:03
158,2,2,33.5,3,2015-01-03,Saturday,15:54:30
159,2,2,34.7,3,2015-01-03,Saturday,15:59:22
160,1,1,16.0,3,2015-01-03,Saturday,16:35:33
161,3,3,52.5,3,2015-01-03,Saturday,16:43:46
162,1,1,12.0,3,2015-01-03,Saturday,16:51:22
163,3,3,44.5,3,2015-01-03,Saturday,16:54:54
164,2,2,33.25,3,2015-01-03,Saturday,16:56:33
165,1,1,16.5,3,2015-01-03,Saturday,16:57:37
166,1,1,12.5,3,2015-01-03,Saturday,16:58:51
167,3,3,49.75,3,2015-01-03,Saturday,17:00:49
168,2,2,28.0,3,2015-01-03,Saturday,17:02:27
169,3,3,46.2,3,2015-01-03,Saturday,17:15:48
170,1,1,16.5,3,2015-01-03,Saturday,17:21:31
171,1,1,16.0,3,2015-01-03,Saturday,17:23:03
172,3,3,49.25,3,2015-01-03,Saturday,17:29:24
173,3,3,53.0,3,2015-01-03,Saturday,17:35:30
174,4,4,65.5,3,2015-01-03,Saturday,17:37:49
175,1,1,20.75,3,2015-01-03,Saturday,17:50:51
176,2,2,37.25,3,2015-01-03,Saturday,17:51:57
177,2,2,32.75,3,2015-01-03,Saturday,17:54:36
178,1,1,20.75,3,2015-01-03,Saturday,18:15:03
179,3,3,44.75,3,2015-01-03,Saturday,18:20:14
180,2,2,41.25,3,2015-01-03,Saturday,18:33:34
181,1,1,20.25,3,2015-01-03,Saturday,18:49:32
182,2,2,44.4,3,2015-01-03,Saturday,18:50:10
183,3,3,49.25,3,2015-01-03,Saturday,18:54:55
184,1,1,16.5,3,2015-01-03,Saturday,18:59:05
185,2,2,28.75,3,2015-01-03,Saturday,19:08:33
186,4,4,82.5,3,2015-01-03,Saturday,19:36:00
187,2,2,39.25,3,2015-01-03,Saturday,19:37:12
188,3,3,49.0,3,2015-01-03,Saturday,20:08:39
189,3,2,36.75,3,2015-01-03,Saturday,20:12:14
190,4,4,67.25,3,2015-01-03,Saturday,20:14:23
191,2,2,37.5,3,2015-01-03,Saturday,20:24:50
192,2,2,33.0,3,2015-01-03,Saturday,20:30:08
193,4,3,70.25,3,2015-01-03,Saturday,20:55:47
194,1,1,12.75,3,2015-01-03,Saturday,21:21:24
195,1,1,20.75,3,2015-01-03,Saturday,21:25:20
196,3,3,44.75,3,2015-01-03,Saturday,21:40:14
197,4,4,80.2,3,2015-01-03,Saturday,21:47:48
198,2,2,32.75,3,2015-01-03,Saturday,21:55:42
199,1,1,16.75,3,2015-01-03,Saturday,22:10:38
200,1,1,25.5,3,2015-01-03,Saturday,22:24:05
201,4,4,83.25,3,2015-01-03,Saturday,22:29:59
202,1,1,12.75,3,2015-01-03,Saturday,22:50:29
203,4,4,67.0,4,2015-01-04,Sunday,11:30:48
204,1,1,20.75,4,2015-01-04,Sunday,11:36:25
205,3,3,42.0,4,2015-01-04,Sunday,11:43:54
206,3,3,46.5,4,2015-01-04,Sunday,11:45:10
207,1,1,20.75,4,2015-01-04,Sunday,12:03:58
208,5,5,78.75,4,2015-01-04,Sunday,12:12:05
209,1,1,20.75,4,2015-01-04,Sunday,12:29:17
210,1,1,12.0,4,2015-01-04,Sunday,12:34:13
211,1,1,9.75,4,2015-01-04,Sunday,12:54:20
212,1,1,20.5,4,2015-01-04,Sunday,13:16:03
213,1,1,17.95,4,2015-01-04,Sunday,13:20:39
214,4,4,65.5,4,2015-01-04,Sunday,13:39:16
215,1,1,12.0,4,2015-01-04,Sunday,13:44:49
216,3,3,51.75,4,2015-01-04,Sunday,14:31:56
217,2,2,28.0,4,2015-01-04,Sunday,14:35:03
218,1,1,16.5,4,2015-01-04,Sunday,14:35:11
219,4,4,71.75,4,2015-01-04,Sunday,14:42:01
220,4,4,63.75,4,2015-01-04,Sunday,15:31:59
221,3,3,47.0,4,2015-01-04,Sunday,15:33:18
222,2,2,30.2,4,2015-01-04,Sunday,15:46:38
223,1,1,11.0,4,2015-01-04,Sunday,16:08:20
224,4,4,66.0,4,2015-01-04,Sunday,16:39:58
225,3,3,50.25,4,2015-01-04,Sunday,16:41:48
226,1,1,20.5,4,2015-01-04,Sunday,16:59:39
227,2,2,32.75,4,2015-01-04,Sunday,17:24:39
228,1,1,12.75,4,2015-01-04,Sunday,17:31:24
229,3,3,54.25,4,2015-01-04,Sunday,17:37:57
230,1,1,16.75,4,2015-01-04,Sunday,17:58:38
231,3,3,45.25,4,2015-01-04,Sunday,18:04:18
232,2,2,37.5,4,2015-01-04,Sunday,18:21:59
233,1,1,12.0,4,2015-01-04,Sunday,18:26:51
234,3,3,45.25,4,2015-01-04,Sunday,18:36:09
235,1,1,16.75,4,2015-01-04,Sunday,18:51:30
236,2,2,36.5,4,2015-01-04,Sunday,19:21:04
237,1,1,12.0,4,2015-01-04,Sunday,19:27:48
238,1,1,20.75,4,2015-01-04,Sunday,19:45:15
239,2,2,37.5,4,2015-01-04,Sunday,19:57:52
240,1,1,14.75,4,2015-01-04,Sunday,20:10:24
241,2,2,37.0,4,2015-01-04,Sunday,20:11:25
242,3,3,53.0,4,2015-01-04,Sunday,20:15:29
243,2,2,33.0,4,2015-01-04,Sunday,20:26:17
244,2,2,33.25,4,2015-01-04,Sunday,20:26:22
245,2,2,41.5,4,2015-01-04,Sunday,20:28:41
246,2,2,32.0,4,2015-01-04,Sunday,20:30:48
247,3,3,42.0,4,2015-01-04,Sunday,20:55:29
248,2,2,31.25,4,2015-01-04,Sunday,20:58:19
249,2,2,33.0,4,2015-01-04,Sunday,21:06:16
250,1,1,14.75,4,2015-01-04,Sunday,21:07:05
251,1,1,16.0,4,2015-01-04,Sunday,21:10:05
252,1,1,16.5,4,2015-01-04,Sunday,22:13:15
253,1,1,23.65,4,2015-01-04,Sunday,22:16:18
254,3,3,62.9,4,2015-01-04,Sunday,22:22:13
255,4,4,67.0,5,2015-01-05,Monday,11:23:35
256,1,1,17.5,5,2015-01-05,Monday,11:56:06
257,2,2,41.5,5,2015-01-05,Monday,11:59:04
258,1,1,16.0,5,2015-01-05,Monday,11:59:23
259,1,1,15.25,5,2015-01-05,Monday,12:04:25
260,2,2,39.0,5,2015-01-05,Monday,12:06:27
261,1,1,23.65,5,2015-01-05,Monday,12:38:29
262,1,1,16.75,5,2015-01-05,Monday,12:42:01
263,1,1,20.75,5,2015-01-05,Monday,12:57:22
264,1,1,16.0,5,2015-01-05,Monday,13:03:59
265,4,4,74.0,5,2015-01-05,Monday,13:04:42
266,1,1,16.5,5,2015-01-05,Monday,13:09:29
267,3,3,50.2,5,2015-01-05,Monday,13:37:50
268,2,2,30.5,5,2015-01-05,Monday,13:40:46
269,1,1,16.75,5,2015-01-05,Monday,13:49:34
270,3,3,62.25,5,2015-01-05,Monday,14:09:02
271,13,10,210.5,5,2015-01-05,Monday,14:22:19
272,1,1,16.5,5,2015-01-05,Monday,14:24:05
273,1,1,12.5,5,2015-01-05,Monday,14:28:00
274,2,2,38.7,5,2015-01-05,Monday,14:36:33
275,4,4,65.0,5,2015-01-05,Monday,14:38:14
276,2,2,39.25,5,2015-01-05,Monday,15:18:18
277,1,1,14.75,5,2015-01-05,Monday,15:41:50
278,2,2,37.5,5,2015-01-05,Monday,15:49:21
279,2,2,33.5,5,2015-01-05,Monday,16:07:03
280,2,2,32.5,5,2015-01-05,Monday,16:20:23
281,1,1,12.25,5,2015-01-05,Monday,16:33:48
282,4,4,72.0,5,2015-01-05,Monday,16:49:38
283,1,1,16.0,5,2015-01-05,Monday,16:51:43
284,3,3,41.25,5,2015-01-05,Monday,16:58:16
285,1,1,20.75,5,2015-01-05,Monday,16:58:38
286,2,2,37.25,5,2015-01-05,Monday,17:01:23
287,4,4,55.75,5,2015-01-05,Monday,17:30:09
288,3,3,65.15,5,2015-01-05,Monday,17:32:44
289,1,1,18.5,5,2015-01-05,Monday,17:36:23
290,2,2,28.0,5,2015-01-05,Monday,17:41:16
291,4,3,69.0,5,2015-01-05,Monday,17:44:39
292,2,2,36.75,5,2015-01-05,Monday,17:48:59
293,2,2,24.75,5,2015-01-05,Monday,17:58:38
294,3,3,58.25,5,2015-01-05,Monday,18:16:35
295,1,1,16.75,5,2015-01-05,Monday,18:20:12
296,3,3,40.75,5,2015-01-05,Monday,18:46:54
297,1,1,16.75,5,2015-01-05,Monday,19:02:18
298,4,4,58.25,5,2015-01-05,Monday,19:10:36
299,2,2,28.0,5,2015-01-05,Monday,19:34:31
300,4,4,49.25,5,2015-01-05,Monday,19:42:54
301,1,1,20.5,5,2015-01-05,Monday,19:45:58
302,1,1,20.75,5,2015-01-05,Monday,19:57:37
303,3,3,37.75,5,2015-01-05,Monday,20:02:51
304,2,2,30.75,5,2015-01-05,Monday,20:07:58
305,3,3,44.0,5,2015-01-05,Monday,20:35:40
306,3,3,38.5,5,2015-01-05,Monday,20:37:40
307,2,2,37.25,5,2015-01-05,Monday,21:45:38
308,3,3,46.75,5,2015-01-05,Monday,21:59:46
309,2,2,35.0,6,2015-01-06,Tuesday,11:39:06
310,2,2,23.25,6,2015-01-06,Tuesday,11:40:48
311,1,1,20.25,6,2015-01-06,Tuesday,11:57:27
312,4,4,68.65,6,2015-01-06,Tuesday,12:05:21
313,1,1,16.0,6,2015-01-06,Tuesday,12:09:09
314,5,5,80.0,6,2015-01-06,Tuesday,12:11:58
315,1,1,16.0,6,2015-01-06,Tuesday,12:17:40
316,2,2,27.0,6,2015-01-06,Tuesday,12:29:34
317,7,7,99.2,6,2015-01-06,Tuesday,12:31:00
318,4,4,74.0,6,2015-01-06,Tuesday,12:45:14
319,1,1,16.5,6,2015-01-06,Tuesday,12:46:22
320,2,2,37.5,6,2015-01-06,Tuesday,12:46:40
321,1,1,20.75,6,2015-01-06,Tuesday,12:56:21
322,4,4,74.25,6,2015-01-06,Tuesday,13:02:13
323,1,1,16.0,6,2015-01-06,Tuesday,13:05:33
324,1,1,18.5,6,2015-01-06,Tuesday,13:06:44
325,2,2,24.0,6,2015-01-06,Tuesday,13:07:32
326,2,2,37.5,6,2015-01-06,Tuesday,13:10:13
327,1,1,16.0,6,2015-01-06,Tuesday,13:10:54
328,1,1,20.25,6,2015-01-06,Tuesday,13:16:35
329,2,2,37.25,6,2015-01-06,Tuesday,13:22:44
330,15,14,251.4,6,2015-01-06,Tuesday,13:27:11
331,1,1,16.5,6,2015-01-06,Tuesday,13:43:30
332,3,3,53.75,6,2015-01-06,Tuesday,14:12:01
333,1,1,16.75,6,2015-01-06,Tuesday,14:16:36
334,4,4,70.25,6,2015-01-06,Tuesday,14:24:18
335,1,1,20.25,6,2015-01-06,Tuesday,14:24:47
336,1,1,20.75,6,2015-01-06,Tuesday,14:51:41
337,2,2,31.75,6,2015-01-06,Tuesday,15:03:12
338,3,3,66.5,6,2015-01-06,Tuesday,15:18:26
339,1,1,16.5,6,2015-01-06,Tuesday,15:25:13
340,1,1,12.5,6,2015-01-06,Tuesday,15:35:32
341,2,2,26.5,6,2015-01-06,Tuesday,15:35:47
342,2,2,41.0,6,2015-01-06,Tuesday,15:44:12
343,2,2,33.25,6,2015-01-06,Tuesday,15:45:37
344,1,1,16.0,6,2015-01-06,Tuesday,16:01:11
345,2,2,24.5,6,2015-01-06,Tuesday,16:01:47
346,4,4,55.0,6,2015-01-06,Tuesday,16:30:00
347,3,3,57.0,6,2015-01-06,Tuesday,16:37:17
348,3,3,49.5,6,2015-01-06,Tuesday,16:49:12
349,1,1,15.25,6,2015-01-06,Tuesday,17:25:58
350,4,3,58.0,6,2015-01-06,Tuesday,17:37:05
351,2,2,25.25,6,2015-01-06,Tuesday,17:37:29
352,2,2,32.5,6,2015-01-06,Tuesday,17:45:48
353,3,3,54.0,6,2015-01-06,Tuesday,17:59:48
354,2,2,32.25,6,2015-01-06,Tuesday,18:01:44
355,2,2,33.25,6,2015-01-06,Tuesday,18:14:45
356,1,1,16.75,6,2015-01-06,Tuesday,18:16:05
357,3,3,45.5,6,2015-01-06,Tuesday,18:27:58
358,1,1,16.5,6,2015-01-06,Tuesday,18:30:12
359,2,2,36.75,6,2015-01-06,Tuesday,18:33:08
360,3,3,43.25,6,2015-01-06,Tuesday,18:50:38
361,3,2,36.0,6,2015-01-06,Tuesday,19:12:38
362,2,2,37.0,6,2015-01-06,Tuesday,19:13:36
363,2,2,40.5,6,2015-01-06,Tuesday,19:20:31
364,2,2,42.0,6,2015-01-06,Tuesday,19:27:24
365,3,3,47.5,6,2015-01-06,Tuesday,19:37:26
366,1,1,20.5,6,2015-01-06,Tuesday,20:04:20
367,2,2,32.5,6,2015-01-06,Tuesday,20:05:12
368,2,2,37.25,6,2015-01-06,Tuesday,20:28:16
369,1,1,16.0,6,2015-01-06,Tuesday,20:30:06
370,2,2,28.45,6,2015-01-06,Tuesday,21:02:30
371,1,1,12.5,6,2015-01-06,Tuesday,21:15:20
372,1,1,12.0,6,2015-01-06,Tuesday,22:26:59
373,3,3,49.0,7,2015-01-07,Wednesday,11:45:18
374,3,3,41.25,7,2015-01-07,Wednesday,11:55:59
375,1,1,16.0,7,2015-01-07,Wednesday,11:58:36
376,2,2,45.75,7,2015-01-07,Wednesday,12:01:17
377,2,2,34.0,7,2015-01-07,Wednesday,12:03:18
378,1,1,12.75,7,2015-01-07,Wednesday,12:19:37
379,1,1,20.75,7,2015-01-07,Wednesday,12:25:37
380,2,2,33.0,7,2015-01-07,Wednesday,12:32:10
381,1,1,16.75,7,2015-01-07,Wednesday,12:33:06
382,2,2,28.75,7,2015-01-07,Wednesday,12:33:07
383,1,1,16.5,7,2015-01-07,Wednesday,12:43:59
384,4,4,54.5,7,2015-01-07,Wednesday,12:51:46
385,1,1,20.25,7,2015-01-07,Wednesday,12:54:19
386,3,3,46.0,7,2015-01-07,Wednesday,12:58:16
387,7,7,102.5,7,2015-01-07,Wednesday,13:03:14
388,4,4,57.5,7,2015-01-07,Wednesday,13:04:56
389,1,1,20.75,7,2015-01-07,Wednesday,13:10:17
390,1,1,17.5,7,2015-01-07,Wednesday,13:15:32
391,1,1,16.0,7,2015-01-07,Wednesday,13:25:31
392,9,8,147.0,7,2015-01-07,Wednesday,13:36:47
393,2,2,28.5,7,2015-01-07,Wednesday,13:48:31
394,14,12,202.75,7,2015-01-07,Wednesday,14:02:18
395,1,1,16.0,7,2015-01-07,Wednesday,14:11:08
396,1,1,12.0,7,2015-01-07,Wednesday,14:12:21
397,4,3,66.0,7,2015-01-07,Wednesday,14:31:10
398,1,1,9.75,7,2015-01-07,Wednesday,14:56:26
399,4,4,68.25,7,2015-01-07,Wednesday,15:47:49
400,2,2,33.25,7,2015-01-07,Wednesday,16:03:07
401,1,1,16.0,7,2015-01-07,Wednesday,16:08:35
402,2,2,34.45,7,2015-01-07,Wednesday,16:24:46
403,3,3,45.75,7,2015-01-07,Wednesday,16:26:10
404,1,1,20.75,7,2015-01-07,Wednesday,16:39:27
405,1,1,20.25,7,2015-01-07,Wednesday,16:44:16
406,3,3,45.5,7,2015-01-07,Wednesday,16:50:49
407,3,3,49.75,7,2015-01-07,Wednesday,16:56:42
408,2,2,40.15,7,2015-01-07,Wednesday,17:09:09
409,1,1,15.25,7,2015-01-07,Wednesday,17:15:04
410,4,3,65.5,7,2015-01-07,Wednesday,17:33:49
411,2,2,37.25,7,2015-01-07,Wednesday,17:58:09
412,2,2,40.15,7,2015-01-07,Wednesday,18:07:46
413,1,1,12.0,7,2015-01-07,Wednesday,18:11:32
414,3,3,47.0,7,2015-01-07,Wednesday,18:13:22
415,1,1,12.75,7,2015-01-07,Wednesday,18:16:23
416,1,1,20.25,7,2015-01-07,Wednesday,18:17:42
417,1,1,9.75,7,2015-01-07,Wednesday,18:24:40
418,2,2,33.0,7,2015-01-07,Wednesday,18:40:11
419,4,4,66.0,7,2015-01-07,Wednesday,19:02:31
420,2,2,29.5,7,2015-01-07,Wednesday,19:04:40
421,3,3,53.75,7,2015-01-07,Wednesday,19:21:58
422,3,3,50.45,7,2015-01-07,Wednesday,19:30:25
423,2,2,33.0,7,2015-01-07,Wednesday,19:45:07
424,1,1,12.5,7,2015-01-07,Wednesday,20:01:28
425,1,1,16.5,7,2015-01-07,Wednesday,20:21:19
426,3,3,44.75,7,2015-01-07,Wednesday,20:25:45
427,1,1,20.25,7,2015-01-07,Wednesday,21:49:00
428,2,2,32.25,7,2015-01-07,Wednesday,22:05:00
429,1,1,16.5,7,2015-01-07,Wednesday,22:16:53
430,2,2,28.25,7,2015-01-07,Wednesday,22:46:13
431,4,4,59.2,8,2015-01-08,Thursday,11:17:13
432,3,3,44.75,8,2015-01-08,Thursday,11:39:07
433,1,1,20.75,8,2015-01-08,Thursday,11:49:50
434,3,3,57.0,8,2015-01-08,Thursday,11:54:14
435,3,3,43.0,8,2015-01-08,Thursday,12:06:09
436,4,4,60.5,8,2015-01-08,Thursday,12:07:21
437,1,1,16.75,8,2015-01-08,Thursday,12:07:54
438,1,1,16.0,8,2015-01-08,Thursday,12:08:38
439,3,3,41.25,8,2015-01-08,Thursday,12:13:08
440,14,14,242.7,8,2015-01-08,Thursday,12:16:34
441,2,2,41.5,8,2015-01-08,Thursday,12:16:58
442,1,1,20.75,8,2015-01-08,Thursday,12:28:49
443,15,14,251.45,8,2015-01-08,Thursday,12:34:20
444,1,1,14.75,8,2015-01-08,Thursday,12:40:05
445,1,1,16.5,8,2015-01-08,Thursday,12:57:39
446,3,3,49.0,8,2015-01-08,Thursday,12:58:01
447,1,1,18.5,8,2015-01-08,Thursday,13:02:00
448,3,3,41.25,8,2015-01-08,Thursday,13:03:34
449,1,1,20.75,8,2015-01-08,Thursday,13:04:15
450,1,1,12.0,8,2015-01-08,Thursday,13:07:53
451,3,3,55.25,8,2015-01-08,Thursday,13:19:06
452,3,3,45.0,8,2015-01-08,Thursday,13:24:11
453,4,4,67.7,8,2015-01-08,Thursday,13:27:14
454,1,1,16.5,8,2015-01-08,Thursday,13:31:40
455,1,1,20.75,8,2015-01-08,Thursday,13:39:14
456,1,1,20.25,8,2015-01-08,Thursday,13:47:53
457,3,3,53.5,8,2015-01-08,Thursday,13:59:04
458,3,3,45.0,8,2015-01-08,Thursday,14:00:05
459,1,1,20.75,8,2015-01-08,Thursday,14:14:02
460,2,2,28.5,8,2015-01-08,Thursday,14:19:58
461,2,2,27.25,8,2015-01-08,Thursday,14:21:19
462,1,1,12.0,8,2015-01-08,Thursday,14:38:41
463,2,2,37.25,8,2015-01-08,Thursday,14:40:28
464,2,2,37.0,8,2015-01-08,Thursday,14:49:01
